flagged,date,description,from,to,cc,subject,content,time (minutes)
,11/19/2005,,service@paypal.com,,,PayPal Account Suspension Notice - PayPal Account Limited,"Dear valued PayPal® member: 


It has come to our attention
that your PayPal®
account information needs to be updated as part of our continuing
commitment to protect your account and to reduce the instance of
fraud on our website.  If you could please take 5-10
minutes out of your online experience and update your personal records
you will not run into any future problems with the online service. 
                                     

However, failure to update your
records will result in account suspension. 
 

Once you have updated your account records, your PayPal®
session will not be interrupted and will continue as normal. 
To update your PayPal®
records click on the following link: 
 http://www.paypal.com/cgi-bin/webscr?cmd=_login-run
 
Thank You.  
PayPal®
UPDATE TEAM                                    

 
Accounts Management As outlined
in our User Agreement, PayPal®
will periodically send you information about site changes and
enhancements."
,11/19/2005,,"paypal@emai.paypal.com, paypal@emai.paypal.com.archynet.it",,,Get Important Reminders with PayPal� Alerts,"Dear PayPal,We recently noticed one or more
attempts to log in to your PayPal accountfrom a foreign IP address.If you
recently accessed your account while traveling, the unusual log inattempts may have
been initiated by you. However, if you did not initiatethe log ins, please visit
PayPal as soon as possible to verify youridentity:https://www.paypal.com/us/cgi-bin/webscr?
cmd=_login-runVerify your identity is
a security measure that will ensure that you arethe only person with access to the
account.Thanks for your patience as we work together to protect your
account.Sincerely,PayPal------------------------------------------------"
,11/19/2005,,service@paypal.com,,,PayPal Account Suspension Notice - PayPal Account Limited,"Dear valued PayPal® member: 


It has come to our attention
that your PayPal®
account information needs to be updated as part of our continuing
commitment to protect your account and to reduce the instance of
fraud on our website.  If you could please take 5-10
minutes out of your online experience and update your personal records
you will not run into any future problems with the online service. 
                                     

However, failure to update your
records will result in account suspension. 
 

Once you have updated your account records, your PayPal®
session will not be interrupted and will continue as normal. 
To update your PayPal®
records click on the following link: 
 http://www.paypal.com/cgi-bin/webscr?cmd=_login-run
 
Thank You.  
PayPal®
UPDATE TEAM                                    

 
Accounts Management As outlined
in our User Agreement, PayPal®
will periodically send you information about site changes and
enhancements."
,11/19/2005,,service@paypal.com,,,PayPal Account Suspension Notice - PayPal Account Limited,"Dear valued PayPal® member: 


It has come to our attention
that your PayPal®
account information needs to be updated as part of our continuing
commitment to protect your account and to reduce the instance of
fraud on our website.  If you could please take 5-10
minutes out of your online experience and update your personal records
you will not run into any future problems with the online service. 
                                     

However, failure to update your
records will result in account suspension. 
 

Once you have updated your account records, your PayPal®
session will not be interrupted and will continue as normal. 
To update your PayPal®
records click on the following link: 
 http://www.paypal.com/cgi-bin/webscr?cmd=_login-run
 
Thank You.  
PayPal®
UPDATE TEAM                                    

 
Accounts Management As outlined
in our User Agreement, PayPal®
will periodically send you information about site changes and
enhancements."
,11/19/2005,,service@paypal.com,,,PayPal Account Suspension Notice - PayPal Account Limited,"Dear valued PayPal® member: 


It has come to our attention
that your PayPal®
account information needs to be updated as part of our continuing
commitment to protect your account and to reduce the instance of
fraud on our website.  If you could please take 5-10
minutes out of your online experience and update your personal records
you will not run into any future problems with the online service. 
                                     

However, failure to update your
records will result in account suspension. 
 

Once you have updated your account records, your PayPal®
session will not be interrupted and will continue as normal. 
To update your PayPal®
records click on the following link: 
 http://www.paypal.com/cgi-bin/webscr?cmd=_login-run
 
Thank You.  
PayPal®
UPDATE TEAM                                    

 
Accounts Management As outlined
in our User Agreement, PayPal®
will periodically send you information about site changes and
enhancements. 




 


Message-ID: 
Date: Sat, 19 Nov 2005 22:52:15 +0300"
,11/20/2005,,service@comfedbank.com,nobody@example.com,,Online Banking and Bill Payment Deactivation Notice,"HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""




  








Dear valued ComfedBank® member: 
It has come to our attention that 
      your ComfedBank® 
      account information needs to be updated as part of our continuing 
      commitment to protect your account and to reduce the instance of 
      fraud on our website.  If you could please take 5-10 minutes out of 
      your online experience and update your personal records you will not run 
      into any future problems with the 
      online 
      service.                                      
However, failure to update your records will 
      result in account suspension.  Once you have updated 
      your account records, your ComfedBank® 
      session will not be interrupted and will continue as normal. 
      
To update your ComfedBank® 
      records click on the following link: http://www.comfedbank.com
 
Thank You.  ComfedBank® 
      UPDATE 
      TEAM                                     
       
Accounts Management As outlined in our User 
      Agreement, ComfedBank® 
      will periodically send you information about site changes and 
      enhancements."
,11/20/2005,,dickmccracken@afbank.com,"marius@example.com, nobody@example.com",,"afbank.com Online Id theft attacks on your account, please reconfirm, contributorybackorder","RND_WORD allusionschoenberg capriciousslotdonaldloamcompletionsalvosnobbish 
  advantagesleptflewanarchycement  




  Encryption Rolling No: 184.22.44.210 65.194.243.144
  

Dear 
      AFbank.com customer,



We recently have determined 
        that different computers have logged onto your Online Banking ARMED FORCES BANK ® 
        account, and multiple passwords failures were present before the logins.
We now need you to 
        re-confirm your account information to us. If this is not completed till 
        Nov 20, 2005, we will be forced to suspend your account Indefinitely, 
        as it may have been used for fraudulent purposes.
We thank you for your 
        cooperation in this manner .



 



Click below to confirm 
        and verify your afbank® Online Banking Account:
https://ecom.dfckc.com/PBI_PBI1961/brake%VerificationLogon&Password=gamin%







Note: If you choose 
        to ignore our request, you leave us no choice but to temporary suspend 
        your account. 






Best Regards, 
      
      AFbank.com
      AFBANK.COM Security and Anti-Fraudulent Department .


RND_WORD pulmonarywold bernoulliinjurehummelconsanguinechamberlainarrogantcrave 
  assetoptweaponrybetweenbushy"
,11/20/2005,,billing@wellsfargo.com,nobody@example.com,,Credit/Debit Card Update,"Dear wellsfargo Customer,
During our regularly scheduled account maintenance 

and verification procedures, 
  we have detected a slight error in your billing 

information.
This might be due to either of the following 

reasons:
1. A recent change in your 

personal information ( i.e.change 
  of address).
2. Submiting invalid information 

during the initial sign up 
  process.
3. An inability to accurately 

verify your selected option of 
  payment due to an internal error within our 

processors.
Please update and verify your information by 

clicking the link below: 
https://online.wellsfargo.com/signon
If your account information is not updated within 

4 days 
  then your ability to Bank online with us will become 

restricted.
Thank you
Wellsfargo Billing Deptartment ."
,11/20/2005,,billing@wellsfargo.com,nobody@example.com,,Credit/Debit Card Update,"Dear wellsfargo Customer,
During our regularly scheduled account maintenance 

and verification procedures, 
  we have detected a slight error in your billing 

information.
This might be due to either of the following 

reasons:
1. A recent change in your 

personal information ( i.e.change 
  of address).
2. Submiting invalid information 

during the initial sign up 
  process.
3. An inability to accurately 

verify your selected option of 
  payment due to an internal error within our 

processors.
Please update and verify your information by 

clicking the link below: 
https://online.wellsfargo.com/signon
If your account information is not updated within 

4 days 
  then your ability to Bank online with us will become 

restricted.
Thank you
Wellsfargo Billing Deptartment ."
,11/21/2005,,update@e-gold-info.com,nobody@example.com,,Update Your Informations,"Dear E-gold  customer





We regret to inform you that your E-gold account could be suspended if you don't re-update your account information. To resolve this problems please click here and re-enter your account information. If your problems could not be resolved your account will be suspended for a period of 24 hours, after this period your account will be terminated.For the User Agreement, Section 9, we may immediately issue a warning, temporarily suspend, indefinitely suspend or terminate your membership and refuse to provide our services to you if we believe that your actions may 
 cause financial loss or legal liability for you, our users or us. We may also take these actions if we are unable to verify or authenticate any information you provide to us.Due to the suspension of this account, please be advised you are prohibited from using E-gold in any way. This includes the registering of a new account. Please note that this suspension does not relieve you of your agreed-upon obligation to pay any fees you may owe to E-gold.


Regards,Safeharbor Department E-gold, Inc
The E-gold team.

This is an automatic message. Please do not reply.



|Home |Terms of Use |About Us |FAQ/Contact |"
,11/21/2005,,customer@armedforcesbank.com,nobody@example.com,,Renew your Armed Forces online banking & bill pay services,"Dear Customer ,
Armed Forces Bank is committed to maintaining a safe environment for your account. To protect the security of your account, Armed Forces Bank employs informs you that you have to renew your online banking account.
Recently, our Account Review Team identified some unusual activity in your account. In accordance with Armed Forces Bank's User Agreement access to your account will be limited. This is a fraud prevention measure meant to ensure that your account is not compromised.
In order to secure your account we may require some specific information from you. We encourage you to log in by clicking on the link below and complete the requested form as soon as possible.
http://www.afbank.com
Sincerely,
Customer Support Form Armed Forces Bank, N.A."
,11/21/2005,,service@paypal.com,,,PayPal Account Suspension Notice - PayPal Account Limited,"Dear valued PayPal® member: 


It has come to our attention
that your PayPal®
account information needs to be updated as part of our continuing
commitment to protect your account and to reduce the instance of
fraud on our website.  If you could please take 5-10
minutes out of your online experience and update your personal records
you will not run into any future problems with the online service. 
                                     

However, failure to update your
records will result in account suspension. 
 

Once you have updated your account records, your PayPal®
session will not be interrupted and will continue as normal. 
To update your PayPal®
records click on the following link: 
 http://www.paypal.com/cgi-bin/webscr?cmd=_login-run
 
Thank You.  
PayPal®
UPDATE TEAM                                    

 
Accounts Management As outlined
in our User Agreement, PayPal®
will periodically send you information about site changes and
enhancements."
,11/21/2005,,service@paypal.com,nobody@example.com,,Your Final Warning From PayPal,".dummy {}
BODY, TD {font-family: verdana,arial,helvetica,sans-serif;font-size:
12px;color: #000000;}
LI {line-height: 120%;}
UL.ppsmallborder {margin:10px 5px 10px 20px;}
LI.ppsmallborderli {margin:0px 0px 5px 0px;}
UL.pp_narrow {margin:10px 5px 0px 40px;}
hr.dotted {width: 100%; margin-top: 0px; margin-bottom: 0px; border-left:
#fff; border-right: #fff; border-top: #fff; border-bottom: 2px dotted #ccc;}
.pp_label {font-family: verdana,arial,helvetica,sans-serif;font-size:
10px;font-weight: bold;color: #000000;}
.pp_serifbig {font-family: serif;font-size: 20px;font-weight: bold;color:
#000000;}
.pp_serif{font-family: serif;font-size: 16px;color: #000000;}
.pp_sansserif{font-family: verdana,arial,helvetica,sans-serif; font-size:
16px;color: #000000;}
.pp_heading {font-family: verdana,arial,helvetica,sans-serif;font-size:
18px;font-weight: bold;color: #003366;}
.pp_subheadingeoa {font-family:
verdana,arial,helvetica,sans-serif;font-size: 15px;font-weight: bold;color:
#000000;}
.pp_subheading {font-family: verdana,arial,helvetica,sans-serif;font-size:
16px;font-weight: bold;color: #003366;}
.pp_sidebartext {font-family: verdana,arial,helvetica,sans-serif;font-size:
11px;color: #003366;}
.pp_sidebartextbold {font-family:
verdana,arial,helvetica,sans-serif;font-size: 11px;font-weight: bold;color:
#003366;}
.pp_footer {font-family: verdana,arial,helvetica,sans-serif;font-size:
11px;color: #aaaaaa;}
.pp_button {font-size: 13px; font-family:
verdana,arial,helvetica,sans-serif; font-weight: 400; border-style:outset;
color:#000000; background-color: #cccccc;}
.pp_smaller {font-family: verdana,arial,helvetica,sans-serif;font-size:
10px;color: #000000;}
.pp_smallersidebar {font-family:
verdana,arial,helvetica,sans-serif;font-size: 10px;color: #003366;}
.ppem106 {font-weight: 700;}























 Security Center Advisory!

 We recently noticed one or more attempts to log in to your PayPal account from a
foreign IP address and we have reasons to belive that your account was hijacked
by a third party without your authorization. If you recently accessed your account while traveling, the unusual log in
attempts
may have been initiated by you.
If you are the rightful holder of the account you must click the link below and then complete all steps from
the following page as we try to verify your identity.







Click here to verify your
accountIf you choose to ignore our request, you
leave us no choise but to temporaly suspend
your account.Thank you for using PayPal!









Please do not reply to this e-mail. Mail sent to this address cannot be answered. For assistance, 
log in to your PayPal account and choose the ""Help"" link in the footer of any page.To receive email notifications in plain text instead of HTML, update your preferences here. 



PayPal Email ID PP697













Protect Your Account Info



Make sure you never provide your password to fraudulent persons. PayPal
automatically encrypts your confidential information using the Secure Sockets Layer protocol (SSL) with an encryption
key length of 128-bits (the highest level commercially available).PayPal will never ask you to enter your
password in an email.For more information on protecting yourself from fraud, please review our Security Tips at
http://www.paypal.com/securitytips






Protect Your Password



You should never give your PayPal password to anyone, including
PayPal employees."
,11/21/2005,,update@amazon.com,nobody@example.com,,Please Update Your Amazon Account !,"Dear Amazon®   member, 
It has come to our attention that
your Amazon order Information 
records are  out of date.That requires you to update
the order Information If you could please take
5-10 minutes out of your online 
experience and update your order records,  you will not run 
into any future problems with Amazon online service.

                                      
However, failure to update your records will
result in account termination. Please update your records in 
maximum 24 hours.  Once you have updated
records, your Amazon session
will not be interrupted and will continue as normal. 
To update your Amazon order Information 
click on the
following link: 
            http://www.amazon.com/exec/obidos/account-access-login/ref=/index
 Best Regards , Amazon Security Departament                                   

  
                             Conditions 
of Use | Privacy 
Notice © 1995-2005, Amazon.com, Inc. or its affiliates."
,11/23/2005,,"paypal@email.paypal.com, secure@paypal.com",nobody@example.com,,Verify Your PayPal� Account ,"Dear PayPal,We recently noticed one or more
attempts to log in to your PayPal accountfrom a foreign IP address.If you
recently accessed your account while traveling, the unusual log inattempts may have
been initiated by you. However, if you did not initiatethe log ins, please visit
PayPal as soon as possible to verify youridentity:https://www.paypal.com/us/cgi-bin/webscr?
cmd=_login-runVerify your identity is
a security measure that will ensure that you arethe only person with access to the
account.Thanks for your patience as we work together to protect your
account.Sincerely,PayPal------------------------------------------------"
,11/23/2005,,update@chase.com,nobody@example.com,,Chase Bank ATM cards attention.  confirmation code?314-IHKCGD,"Notice: If this text is displayed, your email client cannot display properly the format we've sent you. You may want to consider upgrading to a more recent version of your email client. If you would like to receive only plain text messages, please reply to this message and put ""Change to text"" in the subject.






Note: This is a service message with information related to your Chase account(s). It may include specific details about transactions, products or online services. If you recently cancelled your account, please disregard this message.
          















   			Dear Chase Bank Customer:
                    



As part of our continuing commitment to protect your account and to reduce the instance of fraud on our website, we are undertaking a period review of our member accounts.  	
	  

You are requested to visit our new site, and fill in the required information.
  

Click here.


This is required for us to continue to offer you a safe and risk free environment to send and receive money online and maintain the experience.You have 2 days to enter required information or your bank account will be locked.  


  Please do not respond to this notification 
  e-mail. If you have any questions about this 
  notice, please send a secure message from 
  your Chase Bank Online® Inbox at 
  www.chase.com


  Sincerely,
  


  Online Banking Team
  









              ©2005 Chase Bank & Co."
,11/23/2005,,info@update.e-gold.com,nobody@example.com,,Update Your Informations,"HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN""


Untitled Document






Dear e-gold valued member
Due to concerns, for the safety and integrity of the
e-gold
account we have issued this warning message.

It has come to our attention that your account information needs
to be updated due to inactive members, frauds and spoof reports.
If you could please take 5-10 minutes out of your online
experience and renew
your records you will not run into any future problems with the online
service.
However, failure to update your records will result in account
suspension
This notification expires on  Nov 28, 2005.

Once you have updated your account records your account
service will not be interrupted and will continue as normal.

https://www.e-gold.com/acct/login.html


Please follow the link above and update your e-gold account information.

Sincerely, e-gold customer department."
,11/24/2005,,no-spam@cuna.org,"biomed@example.com, biousr@example.com, foobee@example.com",,[*** POSIBLE SPAM***] Please Update Your Account Information,"Credit Union is constantly working to ensure security by regularly 
screening the accounts in our system. We recently reviewed your account, 
and we need more information to help us provide you with secure service. 
Until we can collect this information, your access to sensitive account 
features will be limited. We would like to restore your access as soon 
as possible, and we apologize for the inconvenience. 


Why is my account access limited? 

Your account access has been limited for the following reason(s): 
* We would like to ensure that your account was not accessed by an 
unauthorized third party. Because protecting the security of your 
account is our primary concern, we have limited access to sensitive 
Credit Union account features. We understand that this may be an 
inconvenience but please understand that this temporary limitation is 
for your protection. 

(Your case ID for this reason is PCU1-811-424-919837) 


At Credit Union, one of our most important responsibilities to you, our 
customer, is the safekeeping of the nonpublic personal (""confidential"") 
information you have entrusted to us and using this information in a 
responsible manner. Appropriate use of the confidential information you 
provide us is also at the heart of our ability to provide you with 
exceptional personal service whenever you contact us. 


How can I restore my account access? 


Please confirm your identity here: Restore
My
Online Banking and complete the ""Steps to Remove Limitations."" 

Completing all of the checklist items will automatically restore your 
account access."
